Name,Price,Link,Images
"Apple iPad MC706LL/A (32GB, Wi-Fi, Black) 3rd Generation",CDN$ 269.99,https://www.amazon.ca/Apple-MC706LL-Wi-Fi-Black-Generation/dp/B00746NEJW/ref=sr_1_211/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-211,https://images-na.ssl-images-amazon.com/images/I/31OCc6C5ksL._AA160_.jpg
"Samsung Galaxy Tab A (SM-T280NZKAXAC), 7.0"", Black",CDN$ 179.99,https://www.amazon.ca/Samsung-Galaxy-Tab-SM-T280NZKAXAC-Black/dp/B01DS80WVW/ref=sr_1_212/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-212,https://images-na.ssl-images-amazon.com/images/I/41PMl8e-anL._AA160_.jpg
ALCATEL POP 7 LTE MODEL 9015B,CDN$ 118.88,https://www.amazon.ca/ALCATEL-POP-LTE-MODEL-9015B/dp/B06W2LFB1P/ref=sr_1_213/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-213,https://images-na.ssl-images-amazon.com/images/I/51LA2ycQ+KL._AA160_.jpg
"Tablet - Android 5.0 (Lollipop) - 16 GB - 9.7"" Plane to Line Switching (PLS) ( 1024 x 768 ) - rear camera + front camera - microSD slot - Wi-Fi, Bluetooth - smoky titanium",CDN$ 440.00,https://www.amazon.ca/Tablet-Lollipop-Switching-Bluetooth-titanium/dp/B00YEXL7AQ/ref=sr_1_214/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-214,https://images-na.ssl-images-amazon.com/images/I/318RQhJglGL._AA160_.jpg
HOT Bestenme 4G LTE 10.6 10 inch tablet PC Android 6.0 Octa Core 4G RAM 64G ROM WIFI GPS 7 8 9 4G Dual sim card Phone Call Tablets HD high definition golden,CDN$ 190.00,https://www.amazon.ca/Bestenme-tablet-Android-Tablets-definition/dp/B06XCBS7H2/ref=sr_1_215/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-215,https://images-na.ssl-images-amazon.com/images/I/51-mvJaycyL._AA160_.jpg
"Wacom DTHW1320L Mobile Studio Pro 13 Windows 10, Intel Core i5, 128GB SSD","CDN$ 2,399.95",https://www.amazon.ca/Wacom-DTHW1320L-Mobile-Studio-Windows/dp/B01MAWI1TR/ref=sr_1_216/145-0201283-4616050?s=pc&ie=UTF8&qid=1500512146&sr=1-216,https://images-na.ssl-images-amazon.com/images/I/41K0C5asYGL._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported (White),CDN$ 89.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg9_1?ie=UTF8&adId=A0120172SJCF0RG7V3C4&url=https%3A%2F%2Fwww.amazon.ca%2FNPOLE-Tablet-Android-Camera-Supported%2Fdp%2FB01MQE4SFX%2Fref%3Dsr_1_217%2F145-0201283-4616050%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512146%26sr%3D1-217-spons%26psc%3D1&qualifier=1500512146&id=6028096822127186&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51vHUODCfUL._AA160_.jpg
Yuntab 10.1 inch Unlocked 3G Wifi Tablet PC Quad Core Android 5.1 Lollipop MTK 16G Smart Phone 2G 3G Wifi Google Tablet IPS 1280X800 Bluetooth GPS Alloy Metal back Cellphone (Black),CDN$ 127.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg9_2?ie=UTF8&adId=A012832338DHAX7EPAFRY&url=https%3A%2F%2Fwww.amazon.ca%2FYuntab-Unlocked-Lollipop-Bluetooth-Cellphone%2Fdp%2FB06XJ26RWM%2Fref%3Dsr_1_218%2F145-0201283-4616050%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512146%26sr%3D1-218-spons%26psc%3D1&qualifier=1500512146&id=6028096822127186&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51W7C2IehgL._AA160_.jpg
"Dragon Touch S8 8 Inch Intel Quad Core 64 bits Android Tablet, 1GB RAM 16GB Flash Android 5.1 Lollipop, IPS Display 1280x800, Bluetooth 4.0, FM 10 Point Multi-Touch, Dual Camera",CDN$ 109.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg9_3?ie=UTF8&adId=A01916232CFTXEVOYLGLQ&url=https%3A%2F%2Fwww.amazon.ca%2FDragon-Touch-S8-Bluetooth-Multi-Touch%2Fdp%2FB01J40QA7I%2Fref%3Dsr_1_219%2F145-0201283-4616050%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512146%26sr%3D1-219-spons%26psc%3D1&qualifier=1500512146&id=6028096822127186&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51ePUcipovL._AA160_.jpg
Vuru A33 7-Inch 8GB Tablet(Orange),CDN$ 69.99,https://www.amazon.ca/Vuru-A33-7-Inch-Tablet-Orange/dp/B0157AE76U/ref=sr_1_217/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-217,https://images-na.ssl-images-amazon.com/images/I/51cyxwRE2cL._AA160_.jpg
Samsung Galaxy TabPro S SM-W700NZDBXAR 12in 256GB SSD Tablet (Gold),"CDN$ 1,103.35",https://www.amazon.ca/Samsung-Galaxy-TabPro-SM-W700NZDBXAR-Tablet/dp/B01M7VQ6AA/ref=sr_1_218/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-218,https://images-na.ssl-images-amazon.com/images/I/51TpndZSlOL._AA160_.jpg
"AOSON 7 Inch Tablet, Android 5.1 Lollipop OS A33 Quad-core CPU, IPS 1024×600 Touchscreen, 1GB RAM, 8GB Storage,2400mAh,Dual Camera, Bluetooth, Wi-Fi Tablet PC M751 White rear",CDN$ 60.90,https://www.amazon.ca/Lollipop-Quad-core-1024-600-Touchscreen-Bluetooth/dp/B01MU2XBZP/ref=sr_1_219/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-219,https://images-na.ssl-images-amazon.com/images/I/41bDvNHbkCL._AA160_.jpg
"Acer - Switch One 10 2-in-1 10.1"" Touch-Screen Laptop - Intel Atom x5 - 2GB Memory - 32GB eMMC Flash Memory - Black, steel gray(US Version, Imported)",CDN$ 239.99,https://www.amazon.ca/Acer-2-1-Touch-Screen-Version/dp/B01N1KC471/ref=sr_1_220/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-220,https://images-na.ssl-images-amazon.com/images/I/41zH8jtvwpL._AA160_.jpg
"iPad Pro 9.7-inch  (32GB, Wi-Fi,  Space Gray) 2016 Model",CDN$ 702.99,https://www.amazon.ca/iPad-9-7-inch-Wi-Fi-Space-Model/dp/B01D3NUJEC/ref=sr_1_221/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-221,https://images-na.ssl-images-amazon.com/images/I/41PO9iRdo7L._AA160_.jpg
"Yuntab 7 inch Android 5.1 Tablet pc Alloy Metal back Unlocked 3G Smartphone Quad Core IPS 1024x600 Screen 1GB+8GB MID Phablet Pad 2800Mha with WIFI, GPS and Bluetooth Dual Camera (Gold)",CDN$ 89.99,https://www.amazon.ca/Yuntab-Unlocked-Smartphone-1024x600-Bluetooth/dp/B06XK7PR8T/ref=sr_1_222/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-222,https://images-na.ssl-images-amazon.com/images/I/51MiMlxRX0L._AA160_.jpg
"Yuntab E706 7 inch Google Android 5.1 Tablet 3G Cell phone Tablet PC 2G/ 3G/ Wifi 1GB+8GB MT83321 Quad-Core IPS 1024*600 Touch Screen With Bluetooth, Dual Camera, Netflix, Skype Supported (Black)",CDN$ 75.99,https://www.amazon.ca/Yuntab-Android-Quad-Core-Bluetooth-Supported/dp/B01I6AO2PY/ref=sr_1_223/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-223,https://images-na.ssl-images-amazon.com/images/I/51vDZA+YYDL._AA160_.jpg
"Samsung Galaxy View 18.4""; 32 GB Wifi Tablet (Black) SM-T670NZKAXAR",CDN$ 759.00,https://www.amazon.ca/Samsung-Galaxy-Tablet-Black-SM-T670NZKAXAR/dp/B0167OR4V0/ref=sr_1_224/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-224,https://images-na.ssl-images-amazon.com/images/I/41LDUFjzOpL._AA160_.jpg
Elite X3 4G 64GB Qcomm SD820,CDN$ 895.63,https://www.amazon.ca/Elite-X3-64GB-Qcomm-SD820/dp/B01HVJ151A/ref=sr_1_225/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-225,https://images-na.ssl-images-amazon.com/images/I/51BtuNsueBL._AA160_.jpg
"Fengxiang FX-960,9.7 inch 3G Unlocked Android Tablet Octa Core,RAM 4GB ROM 64GB,IPS, Bluetooth ,Dual sim card Wcdma+GSM Phone Call, 8.0MP Camera,Tablets PC, Android 5.1 Lollipop-white",CDN$ 149.00,https://www.amazon.ca/Fengxiang-Unlocked-Android-Bluetooth-Lollipop-white/dp/B06XVV15B7/ref=sr_1_226/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-226,https://images-na.ssl-images-amazon.com/images/I/51iX-rEmVqL._AA160_.jpg
Apple Airport 3TB Time Capsule (ME182AM/A),CDN$ 449.00,https://www.amazon.ca/Apple-Airport-Time-Capsule-ME182AM/dp/B01F2I7SIQ/ref=sr_1_227/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-227,https://images-na.ssl-images-amazon.com/images/I/31ylAsS7cfL._AA160_.jpg
AOSON Android 4.4 Allwinner A33 Quad Core kids Tablet PC 7 Inch HD Touch Screen 1024x600 512MB+8GB WiFi Bluetooth Dual Camera M751S-BS1 Tablet,CDN$ 57.90,https://www.amazon.ca/Android-Allwinner-1024x600-Bluetooth-M751S-BS1/dp/B01MSNYRXN/ref=sr_1_228/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-228,https://images-na.ssl-images-amazon.com/images/I/51miCkgl-lL._AA160_.jpg
"Etui + Clavier Bluetooth |QWERTY| pour Apple iPad Pro 9,7” écran Retina 12 Mpx A9X M9 64 bits – sans-fil et fabriqué sur mesure, par DURAGADGET",CDN$ 38.99,https://www.amazon.ca/Clavier-Bluetooth-QWERTY-Apple-Retina/dp/B01DCCQF0G/ref=sr_1_229/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-229,https://images-na.ssl-images-amazon.com/images/I/41RSnj44SYL._AA160_.jpg
"Turcom TS-6610A Graphic Tablet Drawing Tablets and Pen/Stylus for PC Mac Computer, 10 x 6.25 Inches Surface Area 2048 Levels of Pressure Sensitive Surface with 8 Hot Keys, 4000 LPI Resolution, Ideal for Kids and Artists",CDN$ 54.99,https://www.amazon.ca/Turcom-TS-6610A-Computer-Sensitive-Resolution/dp/B00ETJCIQW/ref=sr_1_230/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-230,https://images-na.ssl-images-amazon.com/images/I/41iM7vuvbnL._AA160_.jpg
Original Keyboard for Chuwi Hi12 Multi Mode Rotary Shaft Keyboard Magnetic Docking Pogo Pin Separable Design,CDN$ 56.69,https://www.amazon.ca/Original-Keyboard-Magnetic-Docking-Separable/dp/B01MQTNZAV/ref=sr_1_231/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-231,https://images-na.ssl-images-amazon.com/images/I/51RDpF2zeRL._AA160_.jpg
NPOLE Kids Tablet 7 Inch Android 1280x800 IPS Display with Parental Control - iWawa Wifi Camera 3D Game HD Video Supported (Orange),CDN$ 76.41,https://www.amazon.ca/NPOLE-Android-1280x800-Display-Parental/dp/B01N6GPHPM/ref=sr_1_232/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-232,https://images-na.ssl-images-amazon.com/images/I/51tR2kRMWsL._AA160_.jpg
2015 Apple MacBook Air MJVE2LL/A 13.3-Inch Laptop (128 GB) NEWEST VERSION,"CDN$ 1,090.00",https://www.amazon.ca/Apple-MacBook-MJVE2LL-13-3-Inch-VERSION/dp/B00UGEBB94/ref=sr_1_233/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-233,https://images-na.ssl-images-amazon.com/images/I/41Y9vlNyudL._AA160_.jpg
bestenme 10.1 inch Tablet 2560X1600 IPS Octa Core RAM 4GB ROM 64GB 8.0MP 3G MTK6592 Dual sim card Phone Call Tablets PC Android 5.1 GPS white,CDN$ 135.00,https://www.amazon.ca/bestenme-2560X1600-MTK6592-Tablets-Android/dp/B01M6AUKQ8/ref=sr_1_234/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-234,https://images-na.ssl-images-amazon.com/images/I/515ZQEr52OL._AA160_.jpg
"Vanquisher 8-Inch Ultra Rugged Tablet PC (2nd Gen), Windows 10 / Intel Quad Core CPU / GPS GNSS / Gorilla Glass Panel / IP67 Waterproof, For Enterprise Mobile Work",CDN$ 659.99,https://www.amazon.ca/Vanquisher-Windows-Gorilla-Waterproof-Enterprise/dp/B01HD5EXTS/ref=sr_1_235/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-235,https://images-na.ssl-images-amazon.com/images/I/41hw-O+6WSL._AA160_.jpg
"Lenovo ideacentre 300 Stick PC Mini Desktop (Intel Atom, 2 GB RAM, 32 GB HDD + 32 GB SSD, Windows 10) 90F2000CUS",CDN$ 240.24,https://www.amazon.ca/Lenovo-ideacentre-Desktop-Windows-90F2000CUS/dp/B01G729CQW/ref=sr_1_236/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-236,https://images-na.ssl-images-amazon.com/images/I/31WFcy7G21L._AA160_.jpg
Microsoft Surface Pro 3 Intel Core i5 CPU 4 GB RAM 128 GB Storage 12.0'' Tablet PC MQ2-00001,CDN$ 830.00,https://www.amazon.ca/Microsoft-Surface-Storage-Tablet-MQ2-00001/dp/B01858WR22/ref=sr_1_237/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-237,https://images-na.ssl-images-amazon.com/images/I/41KWiu-zErL._AA160_.jpg
Samsonite Campus Business 15.6 inch Laptop Backpack / Bag - Black,CDN$ 79.78,https://www.amazon.ca/Samsonite-Campus-Business-Laptop-Backpack/dp/B01F63UPDC/ref=sr_1_238/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-238,https://images-na.ssl-images-amazon.com/images/I/417IybVtUDL._AA160_.jpg
"Lenovo Tab3 Essential 7"" 8GB Android 5.1 Tablet with QualComm Quad-Core Processor - Ebony Black",CDN$ 119.99,https://www.amazon.ca/Lenovo-Essential-QualComm-Quad-Core-Processor/dp/B01NAEC3LC/ref=sr_1_239/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-239,https://images-na.ssl-images-amazon.com/images/I/51vF523I2yL._AA160_.jpg
"Samsung Galaxy Tab E Lite 7""; 8 GB Wifi Tablet (Black) SM-T113NYKAXAR",CDN$ 190.00,https://www.amazon.ca/Samsung-Galaxy-Tablet-Black-SM-T113NYKAXAR/dp/B01AZ8ESMC/ref=sr_1_240/141-7343080-3976537?s=pc&ie=UTF8&qid=1500512147&sr=1-240,https://images-na.ssl-images-amazon.com/images/I/41137ux0ZiL._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported (White),CDN$ 89.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg10_1?ie=UTF8&adId=A0120172SJCF0RG7V3C4&url=https%3A%2F%2Fwww.amazon.ca%2FNPOLE-Tablet-Android-Camera-Supported%2Fdp%2FB01MQE4SFX%2Fref%3Dsr_1_241%2F141-7343080-3976537%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512147%26sr%3D1-241-spons%26psc%3D1&qualifier=1500512147&id=2753872521607873&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51vHUODCfUL._AA160_.jpg
Yuntab 10.1 inch Unlocked 3G Wifi Tablet PC Quad Core Android 5.1 Lollipop MTK 16G Smart Phone 2G 3G Wifi Google Tablet IPS 1280X800 Bluetooth GPS Alloy Metal back Cellphone (Black),CDN$ 127.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg10_2?ie=UTF8&adId=A012832338DHAX7EPAFRY&url=https%3A%2F%2Fwww.amazon.ca%2FYuntab-Unlocked-Lollipop-Bluetooth-Cellphone%2Fdp%2FB06XJ26RWM%2Fref%3Dsr_1_242%2F141-7343080-3976537%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512147%26sr%3D1-242-spons%26psc%3D1&qualifier=1500512147&id=2753872521607873&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51W7C2IehgL._AA160_.jpg
"Dragon Touch S8 8 Inch Intel Quad Core 64 bits Android Tablet, 1GB RAM 16GB Flash Android 5.1 Lollipop, IPS Display 1280x800, Bluetooth 4.0, FM 10 Point Multi-Touch, Dual Camera",CDN$ 109.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg10_3?ie=UTF8&adId=A01916232CFTXEVOYLGLQ&url=https%3A%2F%2Fwww.amazon.ca%2FDragon-Touch-S8-Bluetooth-Multi-Touch%2Fdp%2FB01J40QA7I%2Fref%3Dsr_1_243%2F141-7343080-3976537%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512147%26sr%3D1-243-spons%26psc%3D1&qualifier=1500512147&id=2753872521607873&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51ePUcipovL._AA160_.jpg
"Samsung Galaxy Tab 4 (7-Inch, White)",CDN$ 286.00,https://www.amazon.ca/Samsung-Galaxy-Tab-7-Inch-White/dp/B00KACWNUI/ref=sr_1_241/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-241,https://images-na.ssl-images-amazon.com/images/I/41FVZfxG7oL._AA160_.jpg
"Lenovo Tab3 8"" 16GB Android 6.0 Tablet with Quad-Core Processor - Black",CDN$ 190.26,https://www.amazon.ca/Lenovo-Android-Tablet-Quad-Core-Processor/dp/B01GE9R0GC/ref=sr_1_242/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-242,https://images-na.ssl-images-amazon.com/images/I/519bqFv1OQL._AA160_.jpg
"Microsoft Surface 3 Tablet (10.8-Inch, 64 GB, Intel Atom)",CDN$ 739.95,https://www.amazon.ca/Microsoft-Surface-Tablet-10-8-Inch-Intel/dp/B00VGNZ4PG/ref=sr_1_243/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-243,https://images-na.ssl-images-amazon.com/images/I/51G2G8-enTL._AA160_.jpg
"Yuntab 7 inch Android 5.1 Tablet pc Alloy Metal back Unlocked 3G Smartphone Quad Core IPS 1024x600 Screen 1GB+8GB MID Phablet Pad 2800Mha with WIFI, GPS and Bluetooth Dual Camera (Rose Gold)",CDN$ 89.99,https://www.amazon.ca/Yuntab-Unlocked-Smartphone-1024x600-Bluetooth/dp/B06XK839R6/ref=sr_1_244/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-244,https://images-na.ssl-images-amazon.com/images/I/514Ec09ldrL._AA160_.jpg
Lenovo Yoga 3 8 ZA090008US Qualcomm Snapdragon 1 GB Memory 16 GB eMMC 8'' IPS Tablet Android 5.0 (Lollipop),CDN$ 396.62,https://www.amazon.ca/Lenovo-Yoga-ZA090008US-Qualcomm-Snapdragon/dp/B01C5UP2TG/ref=sr_1_245/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-245,https://images-na.ssl-images-amazon.com/images/I/51SilCRplDL._AA160_.jpg
Apple AirPort Express Base Station (MC414LL/A),CDN$ 165.99,https://www.amazon.ca/Apple-AirPort-Express-Station-MC414LL/dp/B008ALA2RC/ref=sr_1_246/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-246,https://images-na.ssl-images-amazon.com/images/I/21Wo4y-CBrL._AA160_.jpg
"SUPCASE, Ipad 9.7 Inch, 2017 Unicorn Beetle Pro Series,Full-body Rugged Protective Case-White/Gray",CDN$ 51.77,https://www.amazon.ca/SUPCASE-Unicorn-Full-body-Protective-Case-White/dp/B06XWT2PLY/ref=sr_1_247/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-247,https://images-na.ssl-images-amazon.com/images/I/51nJD6dNqPL._AA160_.jpg
"iRULU eXpro X1 7 Inch Android Tablet, GMS Certified by Google, Android 4.4, Quad Core, 1024*600 Resolution, 16GB Nand Flash, with Wifi, Games, Dual Cameras - Purple Tablet",CDN$ 59.99,https://www.amazon.ca/Android-Tablet-Certified-Resolution-Cameras/dp/B013DY3G96/ref=sr_1_248/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-248,https://images-na.ssl-images-amazon.com/images/I/41oKJAyZduL._AA160_.jpg
Beam+ Smart Presence System & Dock,"CDN$ 2,700.00",https://www.amazon.ca/Beam-Smart-Presence-System-Dock/dp/B00YYLUB3M/ref=sr_1_249/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-249,https://images-na.ssl-images-amazon.com/images/I/31yfVGR3cRL._AA160_.jpg
"Lenovo Y 710-11ISK 11.6-Inch FHD Touch Laptop (Pentium 4405Y, 4 GB Ram, 128 GB SSD, Windows 10), Silver(US Version, Imported)",CDN$ 671.22,https://www.amazon.ca/Lenovo-710-11ISK-11-6-Inch-Pentium-Windows/dp/B01HAQFSLM/ref=sr_1_250/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-250,https://images-na.ssl-images-amazon.com/images/I/21XQFgHXR+L._AA160_.jpg
Toshiba Thrive 16GB 10-inch Tablet,CDN$ 581.88,https://www.amazon.ca/Toshiba-Thrive-16GB-10-inch-Tablet/dp/B0052P6DQI/ref=sr_1_251/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-251,https://images-na.ssl-images-amazon.com/images/I/41nk7uQ1thL._AA160_.jpg
Acer 27-inch Display Full HD NVIDIA G-SYNC Widescreen Monitor,CDN$ 665.99,https://www.amazon.ca/Acer-27-inch-Display-Widescreen-Monitor/dp/B00NUCRBCU/ref=sr_1_252/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-252,https://images-na.ssl-images-amazon.com/images/I/41ISic-MQML._AA160_.jpg
"Acer Chromebook 2-in-1 CB5-132T-C8ZW - 11.6"" HD Touch - Celeron N3060 - 4GB - 16GB - White(US Version, Imported)",CDN$ 254.32,https://www.amazon.ca/Acer-Chromebook-2-1-CB5-132T-C8ZW/dp/B01HAQNGIO/ref=sr_1_253/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-253,https://images-na.ssl-images-amazon.com/images/I/51rcvuEZCgL._AA160_.jpg
"Dell i5368-1692GRY 13.3"" FHD 2-in-1 Laptop (Intel Core i3-6100U 2.3GHz Processor, 4 GB RAM, 1 TB HDD, Windows 10) Gray",CDN$ 753.95,https://www.amazon.ca/Dell-i5368-1692GRY-i3-6100U-Processor-Windows/dp/B01F3R91AO/ref=sr_1_254/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-254,https://images-na.ssl-images-amazon.com/images/I/417nRa-tSVL._AA160_.jpg
"Kindle-Fire-Tablet, 7"" Display, Wi-Fi, 8 GB -Blue",CDN$ 143.99,https://www.amazon.ca/Kindle-Fire-Tablet-Display-Wi-Fi-GB-Blue/dp/B06XT6678B/ref=sr_1_255/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-255,https://images-na.ssl-images-amazon.com/images/I/51TuU+QQBoL._AA160_.jpg
2017 hot 9.7 inch Tablet Octa Core 2560X1600 IPS Bluetooth RAM 4GB ROM 64GB 8.0MP 3G Dual sim card Phone Call Tablets PC Android 5.1 GPS electronics 7 9 10 10.6 black,CDN$ 136.00,https://www.amazon.ca/2560X1600-Bluetooth-Tablets-Android-electronics/dp/B06WGT2K6F/ref=sr_1_256/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-256,https://images-na.ssl-images-amazon.com/images/I/51qJvC74m3L._AA160_.jpg
Acer Iconia One 7 B1-770-K651 7-Inch 16 GB Tablet,CDN$ 109.99,https://www.amazon.ca/Acer-Iconia-B1-770-K651-7-Inch-Tablet/dp/B017HVMC0U/ref=sr_1_257/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-257,https://images-na.ssl-images-amazon.com/images/I/41kTO5zET6L._AA160_.jpg
Asus Transformer Book T100HA-DH11T-CA 10.1-Inch Laptop,CDN$ 160.00,https://www.amazon.ca/Asus-Transformer-T100HA-DH11T-CA-10-1-Inch-Laptop/dp/B0186SN2PC/ref=sr_1_258/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-258,https://images-na.ssl-images-amazon.com/images/I/31wX9TsXoyL._AA160_.jpg
"Lenovo 20FY0002US - ThinkPad Yoga 2-in-1 14"" Full HD 1920 x 1080 Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","CDN$ 1,529.68",https://www.amazon.ca/Lenovo-20FY0002US-ThinkPad-2-Touch-Screen/dp/B01AKYJMVI/ref=sr_1_259/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-259,https://images-na.ssl-images-amazon.com/images/I/51lPe+LQ-zL._AA160_.jpg
"Dell Inspiron i7559-763BLK 15.6"" Full-HD Gaming Laptop (Core i5, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX960M) with Windows 10","CDN$ 1,185.77",https://www.amazon.ca/Dell-Inspiron-i7559-763BLK-Full-HD-GeForce/dp/B015PYYDMQ/ref=sr_1_260/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-260,https://images-na.ssl-images-amazon.com/images/I/41BrD2bCAeL._AA160_.jpg
"iRULU eXpro X1s 10.1"" Quad Core Android 5.1 Lollipop Tablet PC, 1GB RAM, 8GB Nand Flash, 1024*600 Resolution(White)",CDN$ 95.99,https://www.amazon.ca/iRULU-Android-Lollipop-Tablet-Resolution/dp/B019DYB1D8/ref=sr_1_261/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-261,https://images-na.ssl-images-amazon.com/images/I/518jvWP8InL._AA160_.jpg
"iRULU eXpro X1s 10.1 Inch Tablet PC, Android 5.1 Lollipop, Quad Core, GMS Certified by Google, 8GB",CDN$ 85.99,https://www.amazon.ca/eXpro-X1s-Android-Lollipop-Certified/dp/B00WS2BICM/ref=sr_1_262/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-262,https://images-na.ssl-images-amazon.com/images/I/41l4sjADw-L._AA160_.jpg
"EduGear Onebook 8A 8"" Rockchip Quad Core Android OS 1GB 32GB WIFI with detachable Keyboard",CDN$ 89.99,https://www.amazon.ca/EduGear-8A-Rockchip-detachable-Keyboard/dp/B01N8VTKFR/ref=sr_1_263/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-263,https://images-na.ssl-images-amazon.com/images/I/41mjhgmJYFL._AA160_.jpg
"Huawei HZ-W19 MateBook Signature Edition 2 in 1 PC Tablet, 8 Plus 256GB/Intel Core m5 (Champagne Gold)",CDN$ 998.98,https://www.amazon.ca/Huawei-HZ-W19-MateBook-Signature-Champagne/dp/B01FWIJ5UA/ref=sr_1_264/135-0056095-5340273?s=pc&ie=UTF8&qid=1500512148&sr=1-264,https://images-na.ssl-images-amazon.com/images/I/41t85AamaZL._AA160_.jpg
